id,department_id,department_name,category_id,category_name,name,arabic_name,sku,brand_name,description,unit,warehouse_unit,workshop_unit,conversion_factor,purchase_price,sale_price,sale_price_before_vat,km_type_value,allow_decimal_qty,allow_minus_qty,is_active,min_price_corporate,max_price_corporate,is_price_editable,min_price_editable,created_at,updated_at
356,20,Oil Change Department,10,Air Filters,Filter Air Dodge Charger 19002AA,فلتر هواء دودج تشارجر 19002AA,FLT-352,Saudi FILTER,Filter Air Dodge Charger 19002AA - Saudi branch stock item,pcs,pcs,pcs,1,16,45,39.13,,false,false,true,43,90,false,,2026-05-03T13:23:52.383Z,2026-05-07T11:58:17.556Z
338,20,Oil Change Department,10,Air Filters,AC Filter TOPEX 68071668AA,فلتر مكيف الهواء TOPEX 68071668AA,FLT-334,Saudi MOPAR,Mopar Charger Air Filter 68071668AA - Saudi branch stock item,pcs,pcs,pcs,1,14,50,43.48,,false,false,true,48,100,false,,2026-05-03T13:23:52.383Z,2026-05-11T02:45:21.856Z
341,20,Oil Change Department,18,TOYOTA Oil Filters,Toyota Dyna 17801-58010,تويوتا داينا 17801-58010,FLT-337,Saudi TOYOTA,Toyota Dyna 17801-58010 - Saudi branch stock item,pcs,pcs,pcs,1,19,50,43.48,5000,false,false,true,48,100,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
342,20,Oil Change Department,18,TOYOTA Oil Filters,Toyota Corola 04152-37010,تويوتا كورولا 04152-37010,FLT-338,Saudi TOYOTA,Toyota Corola 04152-37010 - Saudi branch stock item,pcs,pcs,pcs,1,7.5,33,28.7,5000,false,false,true,31,66,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
372,20,Oil Change Department,1,Gear Oil,BENZOL ENGINE FLUSH,منظف محرك بنزول,OIL-368,Saudi BENZOL,BENZOL ENGINE FLUSH - Saudi branch stock item,pcs,pcs,pcs,1,25,55,47.83,,false,false,true,53,110,false,,2026-05-03T13:23:52.383Z,2026-05-04T14:31:05.145Z
399,20,Oil Change Department,10,Air Filters,AIR FILTER FORD STONE 1884,فلتر هواء فورد ستون 1884,FLT-396,Saudi ENGINE,AIR FILTER FORD STONE 1884 - Saudi branch stock item,pcs,pcs,pcs,1,14.95,40,34.78,,false,false,true,38,80,false,,2026-05-03T13:23:52.383Z,2026-05-17T08:17:45.460Z
396,20,Oil Change Department,3,Misc Products,wynn's DPF& GPF ON CAR CLEANER 500ml,منظف مرشح الجسيمات الديزل (DPF) ومرشح الجسيمات الجسيمية (GPF) من وينز، 500 مل,PRO-393,Saudi WYNN,wynn's DPF& GPF ON CAR CLEANER 500ml - Saudi branch stock item,pcs,pcs,pcs,1,85,120,104.35,,false,false,true,118,240,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
503,20,Oil Change Department,11,HYUNDAI Oil Filters,OIL FILTER Hyundai SANTA FE DIESEL F100,فلتر زيت هيونداي سانتا فيه ديزل F100,FLT-500,Saudi OIL,OIL FILTER Hyundai SANTA FE DIESEL F100 - Saudi branch stock item,pcs,pcs,pcs,1,32,50,43.48,,false,false,true,48,100,false,,2026-05-03T13:23:52.383Z,2026-05-04T14:00:58.195Z
420,20,Oil Change Department,3,Misc Products,TOYOTA RADIATOR WATER,ماء رادياتير تويوتا,PRO-417,Saudi TOYOTA,TOYOTA RADIATOR WATER - Saudi branch stock item,pcs,pcs,pcs,1,34,55,47.83,,false,false,true,53,110,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
469,20,Oil Change Department,11,HYUNDAI Oil Filters,Hyundai Filter Sonata 2S000 /2S001 Asely,فلتر هيونداي سوناتا 2S001 / 2S000 أسيل,FLT-466,Saudi HYUNDAI,Hyundai Filter Sonata 2S000 Asely - Saudi branch stock item,pcs,pcs,pcs,1,26,45,39.13,,false,false,true,43,90,false,,2026-05-03T13:23:52.383Z,2026-05-04T14:31:56.332Z
405,20,Oil Change Department,7,Other Oil Filters,AMERICAN OIL FILTER 258,فلتر زيت أمريكي 258,FLT-402,Saudi AMERICAN,AMERICAN OIL FILTER 258 - Saudi branch stock item,pcs,pcs,pcs,1,18,35,30.43,,false,false,true,33,70,false,,2026-05-03T13:23:52.383Z,2026-05-04T14:32:19.929Z
406,20,Oil Change Department,10,Air Filters,Engine filter Hyundai 1R100,فلتر محرك هيونداي 1R100,FLT-403,Saudi ENGINE,Engine filter Hyundai 1R100 - Saudi branch stock item,pcs,pcs,pcs,1,9,40,34.78,,false,false,true,38,80,false,,2026-05-03T13:23:52.383Z,2026-05-07T10:57:58.384Z
408,20,Oil Change Department,10,Air Filters,Hyundai Elantra engine filter C7000,فلتر محرك هيونداي إلنترا C7000,FLT-405,Saudi HYUNDAI,Hyundai Elantra engine filter C7000 - Saudi branch stock item,pcs,pcs,pcs,1,18,45,39.13,,false,false,true,43,90,false,,2026-05-03T13:23:52.383Z,2026-05-07T10:58:07.983Z
414,20,Oil Change Department,10,Air Filters,Engine Filter MENTOC 28113 - 17100,فلتر محرك مينتوك 28113 - 17100,FLT-411,Saudi ENGINE,Engine Filter MENTOC 28113 - 17100 - Saudi branch stock item,pcs,pcs,pcs,1,25,40,34.78,,false,false,true,38,80,false,,2026-05-03T13:23:52.383Z,2026-05-07T11:03:02.886Z
208,20,Oil Change Department,10,Air Filters,ISUZU ENGINE FILTER BIG 8-97062294-0 STONE,فلتر محرك إيسوزو كبير 8-97062294-0 ستون,FLT-204,Saudi ISUZU,ISUZU ENGINE FILTER BIG 8-97062294-0 STONE - Saudi branch stock item,pcs,pcs,pcs,1,44.85,68,59.13,,false,false,true,66,136,false,,2026-05-03T13:23:52.383Z,2026-05-07T11:03:40.764Z
428,20,Oil Change Department,8,AC Filters فلاتر المكيف,AC FILTER STONE COROLA 52010,فلتر مكيف هواء ستون كورولا ٥٢٠١٠,FLT-425,Saudi AC,AC FILTER STONE COROLA 52010 - Saudi branch stock item,pcs,pcs,pcs,1,17.25,30,26.09,,false,false,true,28,60,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
419,20,Oil Change Department,10,Air Filters,Engine Filter Diyana 8-98321-413,فلتر محرك ديانا ٨-٩٨٣٢١-٤١٣,FLT-416,Saudi ENGINE,Engine Filter Diyana 8-98321-413 - Saudi branch stock item,pcs,pcs,pcs,1,51.75,75,65.22,,false,false,true,73,150,false,,2026-05-03T13:23:52.383Z,2026-05-07T11:11:37.934Z
404,20,Oil Change Department,10,Air Filters,Engine filter Haice stone 54100,فلتر محرك هايس ستون 54100,FLT-401,Saudi ENGINE,Engine filter Haice stone 54100 - Saudi branch stock item,pcs,pcs,pcs,1,20,45,39.13,,false,false,true,43,90,false,,2026-05-03T13:23:52.383Z,2026-05-07T11:11:46.655Z
401,20,Oil Change Department,10,Air Filters,SUNNY NISSAN ENGINE FILTER - ED500,فلتر محرك صني نيسان - ED500,FLT-398,Saudi SUNNY,SUNNY NISSAN ENGINE FILTER - ED500 - Saudi branch stock item,pcs,pcs,pcs,1,14,30,26.09,,false,false,true,28,60,false,,2026-05-03T13:23:52.383Z,2026-05-07T11:11:58.812Z
400,20,Oil Change Department,10,Air Filters,ENGINE FILTER HYUNDAI ELANTRA 2000,فلتر محرك هيونداي إلنترا 2000,FLT-397,Saudi ENGINE,ENGINE FILTER HYUNDAI ELANTRA 2000 - Saudi branch stock item,pcs,pcs,pcs,1,20.7,35,30.43,,false,false,true,33,70,false,,2026-05-03T13:23:52.383Z,2026-05-07T11:12:08.577Z
402,20,Oil Change Department,10,Air Filters,Engine filter Hilux OC010,فلتر محرك هايلكس OC010,FLT-399,Saudi ENGINE,Engine filter Hilux OC010 - Saudi branch stock item,pcs,pcs,pcs,1,25,45,39.13,,false,false,true,43,90,false,,2026-05-03T13:23:52.383Z,2026-05-07T11:12:19.953Z
417,20,Oil Change Department,10,Air Filters,Stone  Filter Engine Mitsubshi ME 215002,فلتر محرك ستون ميتسوبيشي ME ٢١٥٠٠٢,FLT-414,Saudi STONE,Stone  Filter Engine Mitsubshi ME 215002 - Saudi branch stock item,pcs,pcs,pcs,1,22,45,39.13,,false,false,true,43,90,false,,2026-05-03T13:23:52.383Z,2026-05-07T11:15:30.548Z
403,20,Oil Change Department,10,Air Filters,AIR filter Hilux Toyama 0L040,فلتر هواء هايلكس توياما 0L040,FLT-400,Saudi ENGINE,Engine filter Hilux Toyama 0L040 - Saudi branch stock item,pcs,pcs,pcs,1,18.4,45,39.13,,false,false,true,43,90,false,,2026-05-03T13:23:52.383Z,2026-05-17T08:17:45.445Z
438,20,Oil Change Department,10,Air Filters,Engine Filter 1518S,فلتر محرك 1518S,FLT-435,Saudi ENGINE,Engine Filter 1518S - Saudi branch stock item,pcs,pcs,pcs,1,20,50,43.48,,false,false,true,48,100,false,,2026-05-03T13:23:52.383Z,2026-05-07T11:03:12.052Z
440,20,Oil Change Department,3,Misc Products,"Wiper HAVOLINE 14""",ماسحة زجاج هافولين 14 بوصة,PRO-437,Saudi WIPER,"Wiper HAVOLINE 14"" - Saudi branch stock item",pcs,pcs,pcs,1,2.6,10,8.7,,false,false,true,8,20,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
232,20,Oil Change Department,7,Other Oil Filters,Filter OIL Reno 33408 STONE LS218,فلتر زيت رينو 33408 ستون LS218,FLT-228,Saudi FILTER,Filter Reno 33408 STONE LS218 - Saudi branch stock item,pcs,pcs,pcs,1,20.7,25,21.74,,false,false,true,22.43,48.86,false,,2026-05-03T13:23:52.383Z,2026-05-07T11:34:58.270Z
456,20,Oil Change Department,8,AC Filters فلاتر المكيف,AC filter camery 06050,فلتر مكيف كامري ٠٦٠٥٠,FLT-453,Saudi AC,AC filter camery 06050 - Saudi branch stock item,pcs,pcs,pcs,1,10.93,30,26.09,,false,false,true,28,60,false,,2026-05-03T13:23:52.383Z,2026-05-17T08:17:45.465Z
444,20,Oil Change Department,3,Misc Products,"Wiper HAVOLINE 26""",ماسحة زجاج هافولين 26 بوصة,PRO-441,Saudi WIPER,"Wiper HAVOLINE 26"" - Saudi branch stock item",pcs,pcs,pcs,1,3.45,12.5,10.87,,false,false,true,10.5,25,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
449,20,Oil Change Department,10,Air Filters,CAMRY ENGINE FILTER 25020,فلتر محرك كامري ٢٥٠٢٠,FLT-446,Saudi CAMRY,CAMRY ENGINE FILTER 25020 - Saudi branch stock item,pcs,pcs,pcs,1,17.83,45,39.13,,false,false,true,43,90,false,,2026-05-03T13:23:52.383Z,2026-05-17T08:17:45.470Z
448,20,Oil Change Department,3,Misc Products,"Wiper HAVOLINE 22""",ماسحة زجاج هافولين ٢٢ بوصة,PRO-445,Saudi WIPER,"Wiper HAVOLINE 22"" - Saudi branch stock item",pcs,pcs,pcs,1,2.88,10,8.7,,false,false,true,8,20,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
452,20,Oil Change Department,3,Misc Products,Water SAQAYA RED 4 Ltr,ماء ساكايا أحمر ٤ لتر,PRO-449,Saudi WATER,Water SAQAYA RED 4 Ltr - Saudi branch stock item,can,can,can,1,3,10,8.7,,false,false,true,8,20,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
454,20,Oil Change Department,3,Misc Products,"Wiper HAVOLINE 18""",ماسحة زجاج هافولين ١٨ بوصة,PRO-451,Saudi WIPER,"Wiper HAVOLINE 18"" - Saudi branch stock item",pcs,pcs,pcs,1,2.6,10,8.7,,false,false,true,8,20,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
457,20,Oil Change Department,3,Misc Products,"Wiper HAVOLINE 20""",ماسحة زجاج هافولين ٢٠ بوصة,PRO-454,Saudi WIPER,"Wiper HAVOLINE 20"" - Saudi branch stock item",pcs,pcs,pcs,1,2.88,10,8.7,,false,false,true,8,20,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
458,20,Oil Change Department,3,Misc Products,"Wiper HAVOLINE 24""",ماسحة زجاج هافولين ٢٤ بوصة,PRO-455,Saudi WIPER,"Wiper HAVOLINE 24"" - Saudi branch stock item",pcs,pcs,pcs,1,3,12.5,10.87,,false,false,true,10.5,25,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
459,20,Oil Change Department,3,Misc Products,Water SAQAYA Green 4 Ltr,ماء ساكايا أخضر ٤ لتر,PRO-456,Saudi WATER,Water SAQAYA Green 4 Ltr - Saudi branch stock item,can,can,can,1,3,10,8.7,,false,false,true,8,20,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
460,20,Oil Change Department,3,Misc Products,"Wiper HAVOLINE 16""",ماسحة زجاج هافولين ١٦ بوصة,PRO-457,Saudi WIPER,"Wiper HAVOLINE 16"" - Saudi branch stock item",pcs,pcs,pcs,1,2.6,10,8.7,,false,false,true,8,20,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
431,20,Oil Change Department,1,Gear Oil,ATF Gear Oil 500ML,زيت تروس ناقل الحركة الأوتوماتيكي ٥٠٠ مل,OIL-428,Saudi ATF,ATF Gear Oil 500ML - Saudi branch stock item,bottle,bottle,bottle,1,2.53,5,4.35,5000,false,false,true,3,10,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
466,20,Oil Change Department,3,Misc Products,"Wiper HANSA 14""",ماسحة زجاج هانسا 14 بوصة,PRO-463,Saudi WIPER,"Wiper HANSA 14"" - Saudi branch stock item",pcs,pcs,pcs,1,3.75,15,13.04,,false,false,true,13,30,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
467,20,Oil Change Department,3,Misc Products,Silicon,سيليكون,PRO-464,Saudi SILICON,Silicon - Saudi branch stock item,pcs,pcs,pcs,1,13.05,1,0.87,,false,false,true,-1,2,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
560,20,Oil Change Department,19,FILTER Oil,Testing product 1,سند دفجدس,KDJ-34,Testing brand,nothing,pcs,pcs,pcs,1,10,10,8.7,,false,false,true,0,0,false,,2026-05-03T13:23:52.383Z,2026-05-04T14:13:48.288Z
474,20,Oil Change Department,18,TOYOTA Oil Filters,OIL FILTER Toyota TD004,فلتر زيت تويوتا TD004,FLT-471,Saudi OIL,OIL FILTER Toyota TD004 - Saudi branch stock item,pcs,pcs,pcs,1,21,35,30.43,,false,false,true,33,70,false,,2026-05-03T13:23:52.383Z,2026-05-04T14:32:46.941Z
472,20,Oil Change Department,3,Misc Products,"Wiper HANSA 26""",ماسحة زجاج هانسا 26 بوصة,PRO-469,Saudi WIPER,"Wiper HANSA 26"" - Saudi branch stock item",pcs,pcs,pcs,1,6.04,17.5,15.22,,false,false,true,15.5,35,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
477,20,Oil Change Department,3,Misc Products,"Wiper HANSA 18""",ماسحة زجاج هانسا 18 بوصة,PRO-474,Saudi WIPER,"Wiper HANSA 18"" - Saudi branch stock item",pcs,pcs,pcs,1,4.03,15,13.04,,false,false,true,13,30,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
489,20,Oil Change Department,3,Misc Products,"Wiper HANSA 16""",مساحات هانسا 16 بوصة,PRO-486,Saudi WIPER,"Wiper HANSA 16"" - Saudi branch stock item",pcs,pcs,pcs,1,3.75,15,13.04,,false,false,true,13,30,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
490,20,Oil Change Department,3,Misc Products,"Wiper HANSA 20""",مساحات هانسا 20 بوصة,PRO-487,Saudi WIPER,"Wiper HANSA 20"" - Saudi branch stock item",pcs,pcs,pcs,1,4.17,15,13.04,,false,false,true,13,30,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
506,20,Oil Change Department,3,Misc Products,brake fluid USA 21 Dot 3,سائل فرامل أمريكي 21 دوت 3,PRO-503,Saudi BRAKE,brake fluid USA 21 Dot 3 - Saudi branch stock item,pcs,pcs,pcs,1,8.75,13,11.3,,false,false,true,11,26,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
433,20,Oil Change Department,18,TOYOTA Oil Filters,Toyota Oil Filter 30002 Corner / STONE,فلتر زيت تويوتا 30002 كارنر / ستون,FLT-430,Saudi TOYOTA,Toyota Oil Filter 30002 Corner - Saudi branch stock item,pcs,pcs,pcs,1,16,35,30.43,,false,false,true,33,70,false,,2026-05-03T13:23:52.383Z,2026-05-07T11:26:56.565Z
498,20,Oil Change Department,7,Other Oil Filters,OIL FILTER MAZDA 302A SMALL,فلتر زيت مازدا 302A صغير,FLT-495,Saudi OIL,OIL FILTER MAZDA 302A SMALL - Saudi branch stock item,pcs,pcs,pcs,1,18,33,28.7,,false,false,true,31,66,false,,2026-05-03T13:23:52.383Z,2026-05-07T11:27:11.161Z
558,20,Oil Change Department,15,Castrol Oil,CASTROL 10W30,كاسترول 10W30,OIL-555,Saudi CASTROL,CASTROL 10W30 - Saudi branch stock item,liter,liter,liter,1,19.41,21,18.26,5000,true,false,true,16,36,false,,2026-05-03T13:23:52.383Z,2026-05-11T10:57:25.777Z
515,20,Oil Change Department,3,Misc Products,"Wiper HANSA 24""",ماسحة زجاج هانسا 24 بوصة,PRO-512,Saudi WIPER,"Wiper HANSA 24"" - Saudi branch stock item",pcs,pcs,pcs,1,4.6,17.5,15.22,,false,false,true,15.5,35,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
532,20,Oil Change Department,3,Misc Products,WATER 1 LITER,ماء 1 لتر,PRO-529,Saudi WATER,WATER 1 LITER - Saudi branch stock item,pcs,pcs,pcs,1,1.01,2,1.74,,false,false,true,0,4,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
537,20,Oil Change Department,19,FILTER Oil,Filter Oil 5W30,فلتر زيت 5W30,FLT-534,Saudi FILTER,Filter Oil 5W30 - Saudi branch stock item,liter,liter,liter,1,10.54,20,17.39,10000,true,false,true,18,40,false,,2026-05-03T13:23:52.383Z,2026-05-17T08:17:45.360Z
561,20,Oil Change Department,8,AC Filters فلاتر المكيف,Testing Product 1,دچدع فکرمف,ERRE-456,Testing,ok nothing,box,box,box,1,25.01,25.01,21.75,,false,false,true,0,0,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
568,20,Oil Change Department,30,Petro S,Petro S 0W20,زيت بترو إس 0W20,PTS-005,Petro S,,liter,liter,liter,1,14,29,25.22,10000,false,false,true,0,0,false,,2026-05-03T13:23:52.383Z,2026-05-04T08:32:32.670Z
567,20,Oil Change Department,30,Petro S,Petro S 5W20,زيت بترو إس 5W20,PTS-004,Petro S,,liter,liter,liter,1,12,27,23.48,10000,false,false,true,0,0,false,,2026-05-03T13:23:52.383Z,2026-05-04T08:32:59.672Z
564,20,Oil Change Department,30,Petro S,Petro S 10W30,زيت بترو إس 10W30,PTS-001,Petro S,,liter,liter,liter,1,10,18,15.65,5000,false,false,true,0,0,false,,2026-05-03T13:23:52.383Z,2026-05-04T08:33:17.547Z
566,20,Oil Change Department,30,Petro S,Petro S 10W40,زيت بترو إس 10W40,PTS-003,Petro S,,liter,liter,liter,1,12,26,22.61,10000,false,false,true,0,0,false,,2026-05-03T13:23:52.383Z,2026-05-04T08:33:31.822Z
108,20,Oil Change Department,1,Gear Oil,Fuchs Gear Oil Press 90,فوكس مكبس زيت التروس 90,OIL-104,Saudi FUCHS,Fuchs Gear Oil Press 90 - Saudi branch stock item,liter,liter,liter,1,3,3,2.61,,true,false,true,1,6,false,,2026-05-03T13:23:52.383Z,2026-05-04T08:38:51.151Z
114,20,Oil Change Department,1,Gear Oil,PETROMIN Hydraulic Oil AW37,زيت هيدروليكي بترومين AW37,OIL-110,Saudi PETROMIN,PETROMIN Hydraulic Oil AW37 - Saudi branch stock item,liter,liter,liter,1,9.2,12,10.43,,true,false,true,10,24,false,,2026-05-03T13:23:52.383Z,2026-05-04T08:39:17.671Z
106,20,Oil Change Department,2,Other Oils,SHIELD 20W50,شيلد 20W50,OIL-102,Saudi SHIELD,SHIELD 20W50 - Saudi branch stock item,liter,liter,liter,1,9.79,15,13.04,5000,true,false,true,13,30,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
107,20,Oil Change Department,2,Other Oils,SHIELD 10W30,شيلد 10W30,OIL-103,Saudi SHIELD,SHIELD 10W30 - Saudi branch stock item,liter,liter,liter,1,10.21,15,13.04,5000,true,false,true,13,30,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
115,20,Oil Change Department,2,Other Oils,GULF SUPER MAX 10W30,جلف سوبر ماكس 10W30,OIL-111,Saudi GULF,GULF SUPER MAX 10W30 - Saudi branch stock item,liter,liter,liter,1,12.29,17,14.78,5000,true,false,true,15,34,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
122,20,Oil Change Department,2,Other Oils,Mobil 20W40 1Ltr,موبيل 20W40 لتر واحد,OIL-118,Saudi MOBIL,Mobil 20W40 1Ltr - Saudi branch stock item,liter,liter,liter,1,9.58,14,12.17,5000,true,false,true,12,28,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
127,20,Oil Change Department,2,Other Oils,GULF 10W30,جلف 10W30,OIL-123,Saudi GULF,GULF 10W30 - Saudi branch stock item,liter,liter,liter,1,11.46,17,14.78,5000,true,false,true,15,34,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
541,20,Oil Change Department,5,Petromin Oil,PETROMIN 10W30,بترومين 10W30,OIL-538,Saudi PETROMIN,PETROMIN 10W30 - Saudi branch stock item,liter,liter,liter,1,13.96,19,16.52,5000,true,false,true,16,36,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
430,20,Oil Change Department,9,Shell Oil,Shell Rotella 15W40 4Ltr,شل روتيلا ١٥W٤٠ ٤ لتر,OIL-427,Saudi SHELL,Shell Rotella 15W40 4Ltr - Saudi branch stock item,liter,liter,liter,1,11.75,16.5,14.35,5000,true,false,true,13.5,31,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
133,20,Oil Change Department,9,Shell Oil,Shell Rotella 20W50,شل روتيلا 20W50,OIL-129,Saudi SHELL,Shell Rotella 20W50 - Saudi branch stock item,liter,liter,liter,1,11.67,16,13.91,5000,true,false,true,13,30,false,,2026-05-03T13:23:52.383Z,2026-05-03T13:23:52.383Z
110,20,Oil Change Department,1,Gear Oil,NISSAN ATF CVT NS3,نيسان ATF CVT NS3,OIL-106,Saudi NISSAN,NISSAN ATF CVT NS3 - Saudi branch stock item,liter,liter,liter,1,50.3,60,52.17,,true,false,true,58,120,false,,2026-05-03T13:23:52.383Z,2026-05-04T08:41:13.497Z
112,20,Oil Change Department,2,Other Oils,HYUNDAI XTEER DIESEL10W40,هيونداي إكستير ديزل 10W40,OIL-108,Saudi HYUNDAI,HYUNDAI XTEER DIESEL10W40 - Saudi branch stock item,liter,liter,liter,1,18.12,24,20.87,10000,true,false,true,22,48,false,,2026-05-03T13:23:52.383Z,2026-05-04T08:42:23.233Z
116,20,Oil Change Department,1,Gear Oil,ATF Hyundai SP CVT1 Gear Oil,زيت تروس هيونداي ATF SP CVT1,OIL-112,Saudi ATF,ATF Hyundai SP CVT1 Gear Oil - Saudi branch stock item,liter,liter,liter,1,51.5,75,65.22,,true,false,true,73,150,false,,2026-05-03T13:23:52.383Z,2026-05-04T08:42:57.204Z
113,20,Oil Change Department,1,Gear Oil,Mitsubishi ATF SP III M2320016 1Ltr,ميتسوبيشي ATF SP III M2320016 لتر واحد,OIL-109,Saudi MITSUBISHI,Mitsubishi ATF SP III M2320016 1Ltr - Saudi branch stock item,liter,liter,liter,1,21.56,35,30.43,,true,false,true,33,70,false,,2026-05-03T13:23:52.383Z,2026-05-04T08:43:11.391Z
117,20,Oil Change Department,1,Gear Oil,HONDA CVTF HCF-2 Gear Oil,هوندا CVTF HCF-2,OIL-113,Saudi HONDA,HONDA CVTF HCF-2 Gear Oil - Saudi branch stock item,liter,liter,liter,1,29.5,44,38.26,,true,false,true,42,88,false,,2026-05-03T13:23:52.383Z,2026-05-04T08:43:26.609Z
119,20,Oil Change Department,1,Gear Oil,MAZDA ATF FZ 1Ltr,مازدا ATF FZ لتر واحد,OIL-115,Saudi MAZDA,MAZDA ATF FZ 1Ltr - Saudi branch stock item,liter,liter,liter,1,75,100,86.96,,true,false,true,98,200,false,,2026-05-03T13:23:52.383Z,2026-05-04T08:43:41.047Z
121,20,Oil Change Department,1,Gear Oil,ATF Hyundai SP IV RR 8 Speed Gear Oil,هيونداي ATF SP IV RR زيت تروس 8 سرعات,OIL-117,Saudi ATF,ATF Hyundai SP IV RR 8 Speed Gear Oil - Saudi branch stock item,liter,liter,liter,1,77,85,73.91,,true,false,true,83,170,false,,2026-05-03T13:23:52.383Z,2026-05-04T08:43:54.674Z
120,20,Oil Change Department,1,Gear Oil,ATF Toyota T-IV 4 Ltr 08886-81895,تويوتا ATF T-IV 4 لتر 08886-81895,OIL-116,Saudi ATF,ATF Toyota T-IV 4 Ltr 08886-81895 - Saudi branch stock item,liter,liter,liter,1,25,35,30.43,,true,false,true,33,70,false,,2026-05-03T13:23:52.383Z,2026-05-04T08:44:13.425Z
124,20,Oil Change Department,2,Other Oils,VALVOLINE 5W20,فالفولين 5W20,OIL-120,Saudi VALVOLINE,VALVOLINE 5W20 - Saudi branch stock item,liter,liter,liter,1,0,24.5,21.3,10000,true,false,true,22.5,49,false,,2026-05-03T13:23:52.383Z,2026-05-04T09:02:29.547Z
136,20,Oil Change Department,7,Other Oil Filters,OIL FILTER ISUZU 27 DIESEL ORIGINAL,فلتر زيت إيسوزو 27 ديزل أصلي,FLT-132,Saudi OIL,OIL FILTER ISUZU 27 DIESEL ORIGINAL - Saudi branch stock item,pcs,pcs,pcs,1,27.9,55,47.83,,false,false,true,53,110,false,,2026-05-03T13:23:52.383Z,2026-05-04T09:03:29.057Z
565,20,Oil Change Department,30,Petro S,Petro S 20W50,زيت بترو إس 20W50,PTS-002,Petro S,,liter,liter,liter,1,10,18,15.65,5000,false,false,true,0,0,false,,2026-05-03T13:23:52.383Z,2026-05-04T14:33:11.757Z
550,20,Oil Change Department,9,Shell Oil,SHELL RIMULA 15W40,شل ريمولا 15W40,OIL-547,Saudi SHELL,SHELL RIMULA 15W40 - Saudi branch stock item,liter,liter,liter,1,10.62,15.5,13.48,5000,true,false,true,11.5,27,false,,2026-05-03T13:23:52.383Z,2026-05-12T21:54:28.720Z
128,20,Oil Change Department,7,Other Oil Filters,Oil Filter Corner D4,فلتر زيت كورنر D4,FLT-124,Saudi OIL,Oil Filter Corner D4 - Saudi branch stock item,pcs,pcs,pcs,1,8.85,14,12.17,,false,false,true,12,28,false,,2026-05-03T13:23:52.383Z,2026-05-04T14:34:12.289Z
135,20,Oil Change Department,7,Other Oil Filters,AMERICAN OIL FILTER PF52E,أمريكان أويل فلتر PF52E,FLT-131,Saudi AMERICAN,AMERICAN OIL FILTER PF52E - Saudi branch stock item,pcs,pcs,pcs,1,14.5,25,21.74,,false,false,true,23,50,false,,2026-05-03T13:23:52.383Z,2026-05-04T14:34:37.452Z
130,20,Oil Change Department,7,Other Oil Filters,AMERICAN OIL FILTER 457 G,أمريكان أويل فلتر 457 G,FLT-126,Saudi AMERICAN,AMERICAN OIL FILTER 457 G - Saudi branch stock item,pcs,pcs,pcs,1,20,37,32.17,,false,false,true,35,74,false,,2026-05-03T13:23:52.383Z,2026-05-04T14:34:49.139Z
